Time,Hips x,Hips y,Hips z,Spine x,Spine y,Spine z,Spine1 x,Spine1 y,Spine1 z,Neck x,Neck y,Neck z,Head x,Head y,Head z,LeftShoulder x,LeftShoulder y,LeftShoulder z,LeftArm x,LeftArm y,LeftArm z,LeftForeArm x,LeftForeArm y,LeftForeArm z,LeftHand x,LeftHand y,LeftHand z,RightShoulder x,RightShoulder y,RightShoulder z,RightArm x,RightArm y,RightArm z,RightForeArm x,RightForeArm y,RightForeArm z,RightHand x,RightHand y,RightHand z,LeftUpLeg x,LeftUpLeg y,LeftUpLeg z,LeftLeg x,LeftLeg y,LeftLeg z,LeftFoot x,LeftFoot y,LeftFoot z,LeftToe x,LeftToe y,LeftToe z,LeftHeel x,LeftHeel y,LeftHeel z,RightUpLeg x,RightUpLeg y,RightUpLeg z,RightLeg x,RightLeg y,RightLeg z,RightFoot x,RightFoot y,RightFoot z,RightToe x,RightToe y,RightToe z,RightHeel x,RightHeel y,RightHeel z,LeftFootContact,RightFootContact
0.00833333333333333,-0.00458253369427901,0.159993861291997,0.857834139338787,-0.00564037823487004,0.156457872276993,0.931975843863554,-0.000501842642855181,0.132012019591499,1.12124602013978,-0.00620146985204189,0.151124151546112,1.33632466360596,-0.0122647263119399,0.215741887722987,1.46203901569255,-0.0409066521609467,0.141395203198092,1.29396613729794,-0.168692620733488,0.144544853454558,1.29656682165767,-0.224703600728336,0.163326577016867,1.07298778855141,-0.252846045755571,0.206488381684459,0.847824005896083,0.0311127510040622,0.148844167531623,1.29521141803949,0.153065797586872,0.187216798888478,1.29412948333051,0.207485078190977,0.22960035998753,1.07340642470085,0.223450583713299,0.321621001642105,0.865147841740156,-0.0950940971698543,0.158839793141078,0.856485808003042,-0.088867598280779,0.322400325709097,0.484005923813716,-0.0992628623807465,0.405805265880433,0.137741128871024,-0.108601080474,0.557421722928,0.13446033133,-0.083694194528,0.38125774462,0.0677829969960001,0.0859307905255424,0.161149969856749,0.859177378367095,0.0721896830717086,0.131112614411784,0.453656558492505,0.0626057942170809,-0.0375641799935634,0.14632856481165,0.090452263664,0.091678831708,0.0684753342020001,0.058898894998,-0.094414651214,0.0902375023700001,0,1
0.0166666666666667,-0.00559095679157872,0.160383851652474,0.856798266493879,-0.00664899068532027,0.15690869577423,0.930942384993143,-0.00148984192478581,0.132644753817639,1.12023974636473,-0.00736509354523667,0.151601430685923,1.33532749365029,-0.0136706968139757,0.215971236789391,1.46115645075243,-0.0420209887406724,0.141814781093889,1.29294192957348,-0.169821293311452,0.144511411707492,1.29541582169438,-0.225868520515164,0.16320901474802,1.0718385779079,-0.254184823697683,0.205933336160565,0.846546290120149,0.0299789545524133,0.149439820931809,1.29423486492407,0.151845713894838,0.188086933842734,1.29327328557214,0.206080663935019,0.23026651552807,1.07246452382145,0.222086263571301,0.321551610015652,0.863823752613088,-0.0961014824010224,0.159207137847049,0.855450366840032,-0.0888325922636297,0.322476004429828,0.482868049774124,-0.0978526903695525,0.403391261822568,0.136588238126794,-0.107176386022,0.55531552955,0.132099497688,-0.083853431656,0.37863741033,0.0662141154259999,0.0849222959284614,0.161562939296354,0.858141636796376,0.0717169532102323,0.129394955868364,0.452774074864812,0.062602275726583,-0.0435091526039383,0.147261716385666,0.090479109944,0.0855348262960001,0.0679717432160001,0.058396803774,-0.100189053388,0.092000501982,1,1
0.025,-0.00665898847610511,0.16090826098595,0.855818909625481,-0.00771291135670093,0.157471684942652,0.92996427133211,-0.00252495756136464,0.1333392145171,1.11928453233279,-0.00859533005014211,0.152128395640889,1.33438136866983,-0.0151317999096774,0.21624942851918,1.46032529964466,-0.0431963096106829,0.142276049044181,1.2919660497906,-0.1710081982487,0.144529727098708,1.29433424037003,-0.22707047316178,0.163141113963899,1.0707537022206,-0.255564353222888,0.205429302309507,0.84531895004388,0.0287814733399576,0.150098185835886,1.29331241950194,0.150551455893777,0.189049678569747,1.2924475103608,0.204632838733469,0.231026650916685,1.07156142066605,0.220694611526719,0.321505284076067,0.862511076675484,-0.0971681192713333,0.159682886694146,0.854475365134639,-0.0886389752649541,0.322857608272628,0.481885606646359,-0.0961685075980727,0.400321038782442,0.135418438631953,-0.10581063083,0.552546845408,0.126300882208,-0.082714431166,0.374095000568,0.06529685504,0.0838535509149463,0.162136436648877,0.857158862142076,0.0713537775432879,0.12779068501138,0.451956165633643,0.06287460317273,-0.0496142430753549,0.148262814873616,0.09032583314,0.079436122618,0.067120864386,0.05780897322,-0.105819643046,0.09400877853,1,1
0.0333333333333333,-0.00778970774220281,0.161587095107624,0.854909779436479,-0.0088326357882079,0.158167418371586,0.929055369691218,-0.0036017760155951,0.134099289065309,1.11839286119478,-0.00989639634194239,0.152700980110008,1.33349913937651,-0.0166482436279507,0.216579299959923,1.45955516622906,-0.0444351961923602,0.142778538523236,1.29104915901899,-0.172255768297668,0.144599013329302,1.29332724385286,-0.228310866080402,0.163115245886939,1.06973742608901,-0.256976935235722,0.204975141354119,0.844151825417781,0.0275179986801628,0.150814701657824,1.29245873190546,0.149183969838019,0.190090209938892,1.29166198255003,0.203137764626506,0.231869068183082,1.07070650664363,0.219279928189424,0.321486363806665,0.86122084913948,-0.0982974970304574,0.160300024770043,0.85357817960289,-0.0883159482273777,0.323468250239262,0.481026208761423,-0.0943575477266353,0.396940647804878,0.134296239224857,-0.10348533404,0.548885588174,0.120195056758,-0.081369486458,0.368630230692,0.064347947802,0.0827217829814007,0.162877351719171,0.856239027254989,0.0710552258202264,0.126310567745545,0.451212348517898,0.0633890790372409,-0.0558101469256887,0.149336230148351,0.090755786954,0.073137538054,0.066856468356,0.057331103158,-0.111569921468,0.096283531746,1,1
0.0416666666666667,-0.00898552316482885,0.162431078226101,0.854085752498272,-0.0100075737555595,0.159010954742699,0.928230903107752,-0.00471655273763722,0.134931423072153,1.11757718030908,-0.0112686835030723,0.153316199503842,1.33269385404567,-0.0182204189874808,0.216963303072162,1.45885642555147,-0.0457376749053242,0.143324366419851,1.29020285578042,-0.173564214989824,0.144716753599123,1.29239790355721,-0.229591480984903,0.163123392908302,1.06879266731377,-0.258416963714198,0.204569445904541,0.843055003117934,0.0261890940878418,0.151584902189968,1.29168771196566,0.147748142561651,0.191190792352292,1.2909324717523,0.201589282164857,0.232780188564072,1.06991368438531,0.217847994933694,0.321499942905132,0.859966905271598,-0.0994924663474523,0.16108598080121,0.852778018631094,-0.0879178493191065,0.32420984997332,0.480252513326666,-0.0925961041725404,0.393577802427278,0.133270716815057,-0.101141234022,0.54447917262,0.113615642336,-0.080356401762,0.362395467672,0.0634806854,0.0815249913599865,0.163779560664577,0.855392528098216,0.0707680021364193,0.124988563550025,0.45054977379161,0.0640884569609831,-0.0619977900945557,0.150496612260103,0.091886943424,0.06800060159,0.0766371651100001,0.058166396226,-0.11789443378,0.0967858339360001,1,1
0.05,-0.0102474682114833,0.163439820775677,0.85336219319628,-0.0112359326806482,0.160009387099209,0.927506718479134,-0.0058679568600039,0.135842976248148,1.11684915260207,-0.0127088943541943,0.153971940126632,1.33197790715388,-0.0198483749090582,0.217402913731939,1.45823955995294,-0.0471014561023913,0.143917519193775,1.28943902039799,-0.17493167715123,0.144880891405781,1.29154876133576,-0.230914275965091,0.163159304154432,1.06792250103217,-0.259881441479416,0.204210556561521,0.842039090115123,0.0247979325716654,0.152404154299654,1.29101158688016,0.146251973521965,0.192332254183724,1.29027990675085,0.199980076790634,0.233746522606269,1.06920115737669,0.216405939221623,0.321551271904384,0.858765792772432,-0.100754438740318,0.162057863177033,0.852094417084724,-0.0875177153607569,0.324975313199058,0.479528528294568,-0.0910617344932985,0.390493818741341,0.132369706473043,-0.098695407208,0.539512185686,0.108143773752,-0.080706389608,0.355945239886,0.062541339852,0.0802625590184826,0.16482505821969,0.854630356347419,0.0704433661353518,0.123880982069068,0.449973027506342,0.0649017809228556,-0.0680591073851844,0.151766980956319,0.09195682027,0.062267883556,0.077095704494,0.057348831864,-0.123219881456,0.099379590356,1,1
0.0583333333333333,-0.0115747166309766,0.164601998571701,0.852753930197571,-0.0125147723517571,0.161160538502247,0.926898168489397,-0.00705739257926127,0.136840178612084,1.11621879166587,-0.0142107807815012,0.154666542114694,1.33136203738122,-0.0215313170836909,0.217897910465119,1.4577143373128,-0.0485225392412305,0.144562701919626,1.28876885823628,-0.176354705732925,0.145091864376388,1.29078324609796,-0.232281290194098,0.163220518401431,1.06713145728737,-0.261369889042094,0.203896704062014,0.841115138492397,0.0233496115055437,0.15326735608345,1.2904399802178,0.144705291550618,0.193495464167813,1.28972815698209,0.198303487058423,0.234756254864154,1.06859000285813,0.214961849484472,0.321645098860423,0.857636203755009,-0.102082815257371,0.163219312175055,0.851545428283164,-0.0871977350893414,0.325661726152834,0.47882528733495,-0.0899042182065903,0.387845327708105,0.131598596781426,-0.097085350194,0.535249426596,0.104290218216,-0.080364187128,0.350918439458,0.0613661095500001,0.0789356398544394,0.165987492194327,0.853963899661445,0.0700505522000512,0.123062012028247,0.449483998114878,0.0657574487809279,-0.0738709003763107,0.153174468634444,0.092400610722,0.05641463465,0.0769716565559999,0.057276235262,-0.1286225644,0.102021923456,1,1
0.0666666666666667,-0.0129644175523599,0.165897306229754,0.852273984843278,-0.0138402137029783,0.162452858488672,0.926418724574549,-0.00828875677334705,0.137926050951554,1.11569365589827,-0.0157662192303636,0.155398281047523,1.33085437573684,-0.0232671999833251,0.21844568192517,1.45728899559147,-0.0499959495529494,0.145263949659567,1.28820184706489,-0.177828879958771,0.145353859510629,1.29010655003158,-0.233694510571873,0.163309631838877,1.06642621803404,-0.262883707585651,0.203626274188147,0.84029413679487,0.0218502870911262,0.154168705453738,1.28997918545923,0.143118357754061,0.194662623200463,1.28930072367494,0.196555668928447,0.235800078533438,1.06810168006677,0.213524218620276,0.321785059996147,0.856597948962404,-0.103474765032803,0.164559399473168,0.851145778542386,-0.0870381155498791,0.326182740076969,0.478125057392884,-0.0892210849214254,0.385663833630298,0.130943480892588,-0.096030599414,0.531421042394,0.10099985018,-0.080607878678,0.346524087664,0.060069932912,0.0775472440594599,0.167237188164195,0.853404290739072,0.0695874912489119,0.122616420759194,0.449081756714702,0.0665969531726121,-0.0793190984299309,0.154744757068361,0.092828920094,0.051040255578,0.077574138422,0.057300568002,-0.13345684457,0.10583286753,1,1
0.075,-0.0144118916961863,0.167299500324798,0.851932193460131,-0.0152077694123169,0.163866321726892,0.926078489471518,-0.00956758026800727,0.139098624200481,1.11527826707151,-0.0173662537774431,0.156164845777099,1.33045973639978,-0.0250524365085216,0.219040764017875,1.45696956146029,-0.0515163084198059,0.146023220545288,1.28774481742602,-0.179349283708269,0.145674841752115,1.2895257013983,-0.235155595009922,0.16343441765038,1.06581549554243,-0.26442520039015,0.203398173284198,0.839586109239032,0.0203064452445496,0.15510160305903,1.28963176771592,0.141500740073443,0.195818254555387,1.28901697815862,0.194737716735263,0.23687108936518,1.0677548972276,0.212101319154122,0.321973213305776,0.855670577370373,-0.104925409264193,0.166053530622721,0.850905237944079,-0.0871061560085696,0.326478481802136,0.477423544628017,-0.0890425820639755,0.383857685451373,0.130377567100229,-0.095397973002,0.529468551718,0.09639736248,-0.080052665676,0.343696722722,0.059609423134,0.0761019995859052,0.168546335736686,0.85296132408058,0.0690859382964288,0.12263079441882,0.448762456138949,0.0673863014920645,-0.084310494182272,0.156496636386068,0.093190769796,0.0454006240760001,0.0776516269760001,0.057112213006,-0.138440316088,0.10928802473,1,1
0.0833333333333333,-0.0159111460443047,0.16877960908335,0.851733888255909,-0.01661273976153,0.165373961227115,0.92588280181628,-0.0108996674041153,0.140349725163107,1.11497387203422,-0.01900180655029,0.156962883477248,1.33017929341723,-0.0268817242933335,0.219674779596029,1.45675938337897,-0.0530780358286194,0.14683919127795,1.28740136204867,-0.180910657037438,0.146065245050779,1.28904877434893,-0.236665424200175,0.163606705916984,1.06530907977454,-0.265996533379024,0.203212252390733,0.838998988928267,0.0187245397944471,0.156058681030501,1.28939656643167,0.139860719475031,0.196949837583846,1.28888872983781,0.192857273587744,0.237963788295749,1.06756245017975,0.210700613407578,0.322209814843082,0.854871828301805,-0.106428371621171,0.167665909334019,0.85082740426011,-0.0874471712826522,0.326521703360855,0.476729908614398,-0.0893289961407286,0.382236308842265,0.129869231836251,-0.095702876338,0.527881949512,0.090016942294,-0.07850240107,0.340966768992,0.06057449449,0.0746056439616195,0.169892928856783,0.852642061863093,0.0686090850708584,0.123184941616494,0.448519312751579,0.0681223743011722,-0.0887794735727693,0.158438150964439,0.09351934626,0.039559682858,0.0782837537500001,0.05625444125,-0.143565765376,0.112582192142,1,1
